Network,MeanActivation
Visual A,0.223388864312281
Visual B,0
Somatomotor A,0
Somatomotor B,0
Dorsal Attention A,0.188238705850408
Dorsal Attention B,0
Salience A,0
Salience B,0.510460356535133
Limbic A,0.146780044153104
Limbic B,0.28294339387205
Control A,0
Control B,0.293727263477168
Control C,0.562248994837396
Default A,0.273492192929377
Default B,0
Default C,0.47550562019749
Temporal Parietal,0.292219816029412
