Network,MeanActivation
Visual A,0
Visual B,0
Somatomotor A,0.173379377775731
Somatomotor B,0
Dorsal Attention A,0
Dorsal Attention B,0.140387898281994
Salience A,0
Salience B,0
Limbic A,0
Limbic B,0
Control A,0.108663534394472
Control B,0.134716055642244
Control C,0
Default A,0
Default B,0
Default C,0.102215705948406
Temporal Parietal,0.130529087982214
