Network,MeanActivation
Visual A,0
Visual B,0
Somatomotor A,0
Somatomotor B,0.18273366130786
Dorsal Attention A,0
Dorsal Attention B,0
Salience A,0.215588294164362
Salience B,0.367663105891591
Limbic A,0
Limbic B,0.388214694858506
Control A,0
Control B,0.135345983385375
Control C,0.335439222416111
Default A,0
Default B,0
Default C,0
Temporal Parietal,0
