Network,MeanActivation
Visual A,0.152143273532981
Visual B,0.826505929557026
Somatomotor A,0
Somatomotor B,0
Dorsal Attention A,0.121088992226622
Dorsal Attention B,0
Salience A,0
Salience B,0
Limbic A,0
Limbic B,0
Control A,0.503084381876437
Control B,0
Control C,0
Default A,0
Default B,0.503883794092605
Default C,0
Temporal Parietal,0
