Network,MeanActivation
Visual A,0
Visual B,0
Somatomotor A,0
Somatomotor B,0
Dorsal Attention A,0.183605153227337
Dorsal Attention B,0
Salience A,0
Salience B,0
Limbic A,0.103900362483154
Limbic B,0
Control A,0
Control B,0
Control C,0.231557772000087
Default A,0.218225162347124
Default B,0.144789461567072
Default C,0
Temporal Parietal,0.114171357149233
