Network,MeanActivation
Visual A,0.189669010742075
Visual B,0.341232819326727
Somatomotor A,0
Somatomotor B,0
Dorsal Attention A,0.376284697361129
Dorsal Attention B,0
Salience A,0
Salience B,0
Limbic A,0
Limbic B,0
Control A,0.477227049884102
Control B,0.11568319963255
Control C,0
Default A,0
Default B,0.151137053966522
Default C,0
Temporal Parietal,0
