Network,MeanActivation
Visual A,0
Visual B,0
Somatomotor A,0.176849555203398
Somatomotor B,0
Dorsal Attention A,0
Dorsal Attention B,0.179899351085804
Salience A,0
Salience B,0
Limbic A,0.560821277461576
Limbic B,0.264500771860661
Control A,0
Control B,0
Control C,0
Default A,0.11755875036572
Default B,0
Default C,0
Temporal Parietal,0.426719924514405
