Network,MeanActivation
Visual A,0
Visual B,0.282669242419895
Somatomotor A,0
Somatomotor B,0
Dorsal Attention A,0
Dorsal Attention B,0
Salience A,0
Salience B,0.156821221670876
Limbic A,0
Limbic B,0.346971917465425
Control A,0.153712773080364
Control B,0
Control C,0.451918846359642
Default A,0.106207176389461
Default B,0
Default C,0.623701635057854
Temporal Parietal,0.471406665376163
