Network,MeanActivation
Visual A,0.299752029216358
Visual B,0.152276715882209
Somatomotor A,0
Somatomotor B,0
Dorsal Attention A,0
Dorsal Attention B,0.199972600825721
Salience A,0.108933866266416
Salience B,0
Limbic A,0
Limbic B,0.685589149237233
Control A,0.508013619940324
Control B,0.304598507249049
Control C,0.364650364792477
Default A,0
Default B,0.311165779052923
Default C,0
Temporal Parietal,0.128916177859448
