Network,MeanActivation
Visual A,0
Visual B,0.322647727616696
Somatomotor A,0
Somatomotor B,0
Dorsal Attention A,0
Dorsal Attention B,0
Salience A,0
Salience B,0.268693642191924
Limbic A,0
Limbic B,0
Control A,0.556729617808665
Control B,0.275394535796326
Control C,0.28534097693924
Default A,0
Default B,0.25402265285807
Default C,0
Temporal Parietal,0
