Network,MeanActivation
Visual A,0
Visual B,0
Somatomotor A,0.359234059907441
Somatomotor B,0
Dorsal Attention A,0
Dorsal Attention B,0
Salience A,0.2413553134544
Salience B,0.154825405973391
Limbic A,0.13719886853753
Limbic B,0.687272219810643
Control A,0
Control B,0
Control C,0
Default A,0
Default B,0
Default C,0.140053587083686
Temporal Parietal,0.739674779355399
