Network,MeanActivation
Visual A,0
Visual B,0
Somatomotor A,0
Somatomotor B,0
Dorsal Attention A,0
Dorsal Attention B,0.128309210573351
Salience A,0
Salience B,0
Limbic A,0.179879235526312
Limbic B,0.109984411581303
Control A,0
Control B,0.191485179038094
Control C,0
Default A,0
Default B,0
Default C,0
Temporal Parietal,0
