Network,MeanActivation
Visual A,0
Visual B,0
Somatomotor A,0.160025460364543
Somatomotor B,0
Dorsal Attention A,0.190129868379925
Dorsal Attention B,0.133848220206364
Salience A,0
Salience B,0
Limbic A,0.234232172433442
Limbic B,0.155236137930402
Control A,0
Control B,0.242985843906574
Control C,0.185075435361036
Default A,0
Default B,0
Default C,0
Temporal Parietal,0
