Network,MeanActivation
Visual A,0
Visual B,0.161518926983422
Somatomotor A,0.453726288855016
Somatomotor B,0.170208643160075
Dorsal Attention A,0
Dorsal Attention B,0
Salience A,0.157040358317084
Salience B,0.131754948971718
Limbic A,0
Limbic B,0
Control A,0
Control B,0
Control C,0
Default A,0
Default B,0
Default C,0
Temporal Parietal,0
