Network,MeanActivation
Visual A,0
Visual B,0.204498310092351
Somatomotor A,0.231971328466279
Somatomotor B,0
Dorsal Attention A,0.109091988722213
Dorsal Attention B,0.145013285249782
Salience A,0
Salience B,0
Limbic A,0.199429086576138
Limbic B,0.196511194208094
Control A,0.231141284214235
Control B,0
Control C,0
Default A,0
Default B,0.2473846401041
Default C,0.295720895525445
Temporal Parietal,0.336862947943646
