Network,MeanActivation
Visual A,0.318189305923336
Visual B,0.281341515992786
Somatomotor A,0
Somatomotor B,0
Dorsal Attention A,0
Dorsal Attention B,0
Salience A,0
Salience B,0
Limbic A,0.432988521694797
Limbic B,0.423334870133387
Control A,0
Control B,0
Control C,0
Default A,0
Default B,0.176939153104688
Default C,0.232447549361144
Temporal Parietal,0.187721817209912
