Network,MeanActivation
Visual A,0
Visual B,0
Somatomotor A,0
Somatomotor B,0.369267843865143
Dorsal Attention A,0
Dorsal Attention B,0.140695986499614
Salience A,0.574019471756999
Salience B,0
Limbic A,0
Limbic B,0
Control A,0.115571705849336
Control B,0
Control C,0
Default A,0
Default B,0.17379592213423
Default C,0
Temporal Parietal,0
