Network,MeanActivation
Visual A,0
Visual B,0
Somatomotor A,0.566569572046399
Somatomotor B,0.454551116646067
Dorsal Attention A,0.120660449611484
Dorsal Attention B,0.363722880216463
Salience A,0.50189441662307
Salience B,0
Limbic A,0
Limbic B,0
Control A,0.153621830786073
Control B,0.132910042047241
Control C,0
Default A,0.233768849804602
Default B,0
Default C,0
Temporal Parietal,0
