Network,MeanActivation
Visual A,0.387047045184134
Visual B,0.385402928987102
Somatomotor A,0
Somatomotor B,0.139188192326452
Dorsal Attention A,0.335567988082959
Dorsal Attention B,0
Salience A,0.254639145816708
Salience B,0.255536522007697
Limbic A,0.37149274918511
Limbic B,0.315934956329322
Control A,0.261859764870461
Control B,0
Control C,0
Default A,0.49593742574932
Default B,0.484847184161053
Default C,0.248538475711128
Temporal Parietal,0.445156483441931
