Network,MeanActivation
Visual A,0.719705296468735
Visual B,0.506415644117918
Somatomotor A,0
Somatomotor B,0
Dorsal Attention A,0.225200743659919
Dorsal Attention B,0
Salience A,0
Salience B,0.174200959977846
Limbic A,0.539658440870061
Limbic B,0.453416563673759
Control A,0.318469455500168
Control B,0
Control C,0.408686461809573
Default A,0
Default B,0.51598883034058
Default C,0.386076757654002
Temporal Parietal,0.202330244327775
