Network,MeanActivation
Visual A,0.151898348029322
Visual B,0
Somatomotor A,0
Somatomotor B,0
Dorsal Attention A,0.528180803280106
Dorsal Attention B,0.333466884678804
Salience A,0
Salience B,0.170133835180564
Limbic A,0
Limbic B,0.245688647829084
Control A,0.548534943471695
Control B,0.307852823525311
Control C,0
Default A,0.12447850788325
Default B,0.595190233357672
Default C,0.111616846213448
Temporal Parietal,0
