Network,MeanActivation
Visual A,1.21919245427797
Visual B,0.328146142858384
Somatomotor A,0.51557328498605
Somatomotor B,0
Dorsal Attention A,1.21851750229059
Dorsal Attention B,0.111372966708037
Salience A,0
Salience B,0
Limbic A,0
Limbic B,0
Control A,0
Control B,0
Control C,0
Default A,0.435542584097136
Default B,0.879789616083651
Default C,0
Temporal Parietal,0
