Network,MeanActivation
Visual A,0
Visual B,0
Somatomotor A,0
Somatomotor B,0.118677155628386
Dorsal Attention A,0
Dorsal Attention B,0
Salience A,0
Salience B,0.568324489307786
Limbic A,0
Limbic B,0.438563537634224
Control A,0
Control B,0.12596945600634
Control C,0.127901075198631
Default A,0
Default B,0
Default C,0
Temporal Parietal,0.52091643496483
