Network,MeanActivation
Visual A,0.364856151099059
Visual B,0.463238475609423
Somatomotor A,0.171964521186064
Somatomotor B,0.208253641718787
Dorsal Attention A,0.299309935153443
Dorsal Attention B,0
Salience A,0
Salience B,0
Limbic A,0.165414685556833
Limbic B,0.323177858079688
Control A,0.238159409416564
Control B,0.152916010548989
Control C,0.109930771359438
Default A,0
Default B,0.347860656044893
Default C,0
Temporal Parietal,0
