Network,MeanActivation
Visual A,0.231401108280526
Visual B,0.163490017572644
Somatomotor A,0
Somatomotor B,0
Dorsal Attention A,0.298605584450168
Dorsal Attention B,0.114968643616722
Salience A,0
Salience B,0
Limbic A,0
Limbic B,0
Control A,0.156734247203259
Control B,0
Control C,0
Default A,0
Default B,0
Default C,0
Temporal Parietal,0
