Network,MeanActivation
Visual A,0.348053848921192
Visual B,0.333007218322643
Somatomotor A,0
Somatomotor B,0
Dorsal Attention A,0.152721782733907
Dorsal Attention B,0.362467267957689
Salience A,0
Salience B,0.211322337495179
Limbic A,0
Limbic B,0
Control A,0
Control B,0.110359387964639
Control C,0
Default A,0.190206647329168
Default B,0
Default C,0
Temporal Parietal,0
