Network,MeanActivation
Visual A,0.128389552864843
Visual B,0.181680766618452
Somatomotor A,0.124064850912226
Somatomotor B,0.248022293523536
Dorsal Attention A,0
Dorsal Attention B,0
Salience A,0
Salience B,0
Limbic A,0
Limbic B,0
Control A,0
Control B,0
Control C,0
Default A,0
Default B,0
Default C,0
Temporal Parietal,0
