Network,MeanActivation
Visual A,0
Visual B,0
Somatomotor A,0.317911850620702
Somatomotor B,0.221136190816301
Dorsal Attention A,0
Dorsal Attention B,0
Salience A,0
Salience B,0
Limbic A,0.419496476873889
Limbic B,0
Control A,0
Control B,0
Control C,0.389543826164187
Default A,0
Default B,0
Default C,0.257313886759487
Temporal Parietal,0.251019308848273
