Network,MeanActivation
Visual A,0
Visual B,0
Somatomotor A,0.113940289340656
Somatomotor B,0
Dorsal Attention A,0
Dorsal Attention B,0
Salience A,0
Salience B,0
Limbic A,0.663135808436521
Limbic B,0.4335691760089
Control A,0.219962588628088
Control B,0
Control C,0.162339598046449
Default A,0
Default B,0.21209640911594
Default C,0.815202778466555
Temporal Parietal,0.185958854779048
