Network,MeanActivation
Visual A,0
Visual B,0
Somatomotor A,0.243912487711757
Somatomotor B,0.159510665904292
Dorsal Attention A,0
Dorsal Attention B,0
Salience A,0.159524449934973
Salience B,0
Limbic A,0
Limbic B,0.150004143893891
Control A,0
Control B,0.149875319135691
Control C,0
Default A,0
Default B,0
Default C,0
Temporal Parietal,0
