Network,MeanActivation
Visual A,0.548147976538714
Visual B,0.329346687409956
Somatomotor A,0.553697591842434
Somatomotor B,0.959982428250028
Dorsal Attention A,0.157620940001733
Dorsal Attention B,0.386582596005121
Salience A,0.679003255850147
Salience B,0
Limbic A,0.925890683217589
Limbic B,0
Control A,0
Control B,0
Control C,0
Default A,0.707782363805984
Default B,0.128305112721895
Default C,0
Temporal Parietal,0
