Network,MeanActivation
Visual A,0
Visual B,0.7300937254018
Somatomotor A,0
Somatomotor B,0
Dorsal Attention A,0.101725996985285
Dorsal Attention B,0
Salience A,0
Salience B,0.106321757307874
Limbic A,0
Limbic B,0
Control A,0.508721051112381
Control B,0
Control C,0.105012082487039
Default A,0.204086898582389
Default B,0.304803518691298
Default C,0.19508757502167
Temporal Parietal,0.155286614041134
