Network,MeanActivation
Visual A,0
Visual B,0.455317314907622
Somatomotor A,0
Somatomotor B,0.164125343715886
Dorsal Attention A,0
Dorsal Attention B,0
Salience A,0
Salience B,0
Limbic A,0
Limbic B,0
Control A,0
Control B,0.149873229408413
Control C,0.228998224543827
Default A,0
Default B,0
Default C,0
Temporal Parietal,0
