Network,MeanActivation
Visual A,0
Visual B,0
Somatomotor A,0.254181616673512
Somatomotor B,0
Dorsal Attention A,0.204845403954113
Dorsal Attention B,0
Salience A,0
Salience B,0
Limbic A,0.350526838735038
Limbic B,0
Control A,0.376765302065364
Control B,0
Control C,0
Default A,0.140622361519802
Default B,0.243321587450426
Default C,0.61769764404848
Temporal Parietal,0
