Network,MeanActivation
Visual A,0
Visual B,0.513733369721608
Somatomotor A,0
Somatomotor B,0
Dorsal Attention A,0
Dorsal Attention B,0
Salience A,0
Salience B,0
Limbic A,0.196747289871471
Limbic B,0
Control A,0
Control B,0
Control C,0
Default A,0
Default B,0.769895793649447
Default C,0.302422438750602
Temporal Parietal,0
