Network,MeanActivation
Visual A,0
Visual B,0.151104459703407
Somatomotor A,0
Somatomotor B,0
Dorsal Attention A,0.121455297908658
Dorsal Attention B,0
Salience A,0
Salience B,0
Limbic A,0
Limbic B,0
Control A,0
Control B,0
Control C,0
Default A,0.342951168952642
Default B,0
Default C,0
Temporal Parietal,0.211529225666918
