Network,MeanActivation
Visual A,0
Visual B,0.401803449211266
Somatomotor A,0
Somatomotor B,0
Dorsal Attention A,0
Dorsal Attention B,0.100085816123536
Salience A,0
Salience B,0
Limbic A,0.290219696786895
Limbic B,0.109884214350294
Control A,0.204118885354463
Control B,0.12492317547927
Control C,0.141417084695188
Default A,0.119883898813707
Default B,0.174530723284591
Default C,0.322089382732494
Temporal Parietal,0.22082782137437
