Network,MeanActivation
Visual A,0.274588370379038
Visual B,0.303284150718347
Somatomotor A,0
Somatomotor B,0.261529156811548
Dorsal Attention A,0.333761286858342
Dorsal Attention B,0.172797995204308
Salience A,0.117947322451737
Salience B,0.139559384862486
Limbic A,0
Limbic B,0.254774570976402
Control A,0
Control B,0.449562445564287
Control C,0.273905073944002
Default A,0.374632693380764
Default B,0
Default C,0.246067611184675
Temporal Parietal,0.338874321816589
