Network,MeanActivation
Visual A,0.165614371359905
Visual B,0.174395839821442
Somatomotor A,0
Somatomotor B,0
Dorsal Attention A,0.12410614804197
Dorsal Attention B,0
Salience A,0
Salience B,0
Limbic A,0
Limbic B,0.176175207453218
Control A,0
Control B,0
Control C,0.201506946455858
Default A,0
Default B,0
Default C,0.252216957511594
Temporal Parietal,0.257829486693224
