Network,MeanActivation
Visual A,0
Visual B,0
Somatomotor A,0.182660225943248
Somatomotor B,0
Dorsal Attention A,0.255314880178325
Dorsal Attention B,0
Salience A,0
Salience B,0
Limbic A,0
Limbic B,0
Control A,0
Control B,0.169540032019273
Control C,0
Default A,0.152794605455661
Default B,0
Default C,0.129694031313715
Temporal Parietal,0
